Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
16.04.2022;02:00;03:00;39.441;27.118,25;706,75
16.04.2022;03:00;04:00;39.548;26.184;1.808,75
16.04.2022;04:00;05:00;40.367;26.536,75;1.698,25
16.04.2022;05:00;06:00;41.199,5;27.086,5;1.098,25
16.04.2022;06:00;07:00;42.625,25;28.126,5;663,5
16.04.2022;07:00;08:00;45.099,5;30.284;222,75
16.04.2022;08:00;09:00;48.157,75;30.513;23,75
16.04.2022;09:00;10:00;51.062;27.785,25;831,25
16.04.2022;10:00;11:00;52.712,75;22.281,75;1.961,5
16.04.2022;11:00;12:00;53.772,25;17.668,25;4.106,25
16.04.2022;12:00;13:00;52.718,25;13.088,75;5.293
16.04.2022;13:00;14:00;51.464,5;10.298,25;6.243,5
16.04.2022;14:00;15:00;50.144,25;10.149;6.226
16.04.2022;15:00;16:00;49.214,25;11.176;6.159
16.04.2022;16:00;17:00;48.499;14.899;5.247,75
16.04.2022;17:00;18:00;49.205,75;23.781,5;2.944
16.04.2022;18:00;19:00;49.890;34.008,75;661,5
16.04.2022;19:00;20:00;50.112;40.817,5;73,75
16.04.2022;20:00;21:00;49.803,5;40.922,25;2,25
16.04.2022;21:00;22:00;48.686,5;37.465,75;6,5
16.04.2022;22:00;23:00;47.353;34.070,25;104
16.04.2022;23:00;00:00;44.517;30.316;418,25
17.04.2022;00:00;01:00;41.472,75;27.404,75;653,25
17.04.2022;01:00;02:00;39.375,5;25.701,75;435,25
17.04.2022;02:00;03:00;38.396,75;25.250,5;831
17.04.2022;03:00;04:00;38.520;26.442,75;976,5
17.04.2022;04:00;05:00;38.842;28.032,5;445
17.04.2022;05:00;06:00;39.258,25;29.580,75;350,75
17.04.2022;06:00;07:00;38.959,75;29.959,75;329
17.04.2022;07:00;08:00;40.747,75;28.885,5;446,5
17.04.2022;08:00;09:00;44.409,5;26.463;848,75
17.04.2022;09:00;10:00;46.585,5;21.700;1.851
17.04.2022;10:00;11:00;47.592,75;15.792,75;4.078,5
17.04.2022;11:00;12:00;48.810,25;12.177;5.409,25
17.04.2022;12:00;13:00;47.632,75;8.948,5;5.435,5
17.04.2022;13:00;14:00;45.285,25;6.822;6.016,25
17.04.2022;14:00;15:00;43.415,25;7.162;6.245,5
17.04.2022;15:00;16:00;42.689;9.136,75;5.742,25
17.04.2022;16:00;17:00;42.620,5;13.825,25;4.647
17.04.2022;17:00;18:00;43.339,5;21.267,5;2.534
17.04.2022;18:00;19:00;44.753;29.934,75;497
17.04.2022;19:00;20:00;45.747,5;36.778,25;51,25
17.04.2022;20:00;21:00;46.349,75;37.385,25;10
17.04.2022;21:00;22:00;45.839,25;34.044,25;11
17.04.2022;22:00;23:00;44.516,5;30.669,75;84,5
17.04.2022;23:00;00:00;41.991;26.952,5;405,75
18.04.2022;00:00;01:00;39.639;24.626,25;1.275
18.04.2022;01:00;02:00;38.057;23.548,75;1.236,5
18.04.2022;02:00;03:00;37.129;23.272;1.176
18.04.2022;03:00;04:00;37.248,5;24.601,25;989,75
18.04.2022;04:00;05:00;37.935;27.147,5;669,75
18.04.2022;05:00;06:00;38.802,5;29.569;257
18.04.2022;06:00;07:00;38.897;30.091;95,25
18.04.2022;07:00;08:00;40.336,5;28.359;391,5
18.04.2022;08:00;09:00;43.586,5;25.286,25;419,25
18.04.2022;09:00;10:00;46.284,5;21.076;1.502,75
18.04.2022;10:00;11:00;47.664,5;15.678;3.080,75
18.04.2022;11:00;12:00;48.904,25;12.216,25;4.090,25
18.04.2022;12:00;13:00;48.149;8.918,5;5.831,25
18.04.2022;13:00;14:00;46.143,75;7.549,75;6.430,75
18.04.2022;14:00;15:00;44.544;8.127,5;6.331
18.04.2022;15:00;16:00;43.613,25;10.865,25;5.806
18.04.2022;16:00;17:00;43.044,75;15.799,75;4.053,25
18.04.2022;17:00;18:00;44.444,5;24.993,75;2.232,5
18.04.2022;18:00;19:00;46.143,25;34.521,5;516,5
18.04.2022;19:00;20:00;47.563,75;41.445;15
18.04.2022;20:00;21:00;48.186,75;42.702,5;14,25
18.04.2022;21:00;22:00;47.611,5;41.079,75;89,5
18.04.2022;22:00;23:00;46.141;39.288,75;50
18.04.2022;23:00;00:00;43.174,25;35.969,25;265,5
19.04.2022;00:00;01:00;41.136;33.810,5;749
19.04.2022;01:00;02:00;39.767,25;32.893,25;1.404,5
19.04.2022;02:00;03:00;39.286;33.356,5;1.683
19.04.2022;03:00;04:00;39.948,5;34.474,75;1.291,25
19.04.2022;04:00;05:00;41.909;35.844,25;1.398,75
19.04.2022;05:00;06:00;46.227;39.754,5;1.370,5
19.04.2022;06:00;07:00;52.757,5;45.496,25;50,25
19.04.2022;07:00;08:00;57.921,25;47.494;7,75
19.04.2022;08:00;09:00;61.488;45.523,75;93,75
19.04.2022;09:00;10:00;62.673,75;38.908;721,75
19.04.2022;10:00;11:00;63.799,25;31.944,75;1.275,25
19.04.2022;11:00;12:00;65.023,25;26.586,75;1.423,25
19.04.2022;12:00;13:00;64.221,75;22.391,75;2.081,25
19.04.2022;13:00;14:00;63.186;20.972,75;2.704,75
19.04.2022;14:00;15:00;61.691,75;20.599,75;2.811,75
19.04.2022;15:00;16:00;60.784;22.670,25;1.662,5
19.04.2022;16:00;17:00;59.818,5;26.158;1.649,75
19.04.2022;17:00;18:00;60.365,25;32.215,75;1.145,25
19.04.2022;18:00;19:00;60.809,75;39.224,5;744,25
19.04.2022;19:00;20:00;61.414;45.544,5;123,75
19.04.2022;20:00;21:00;60.600,5;45.480,25;26,25
19.04.2022;21:00;22:00;58.013,75;41.733;374,25
19.04.2022;22:00;23:00;54.544,5;39.039,5;160,5
19.04.2022;23:00;00:00;49.848;35.581,25;234,75
20.04.2022;00:00;01:00;46.853,75;34.327,75;675
20.04.2022;01:00;02:00;45.382;33.830;1.285,25
20.04.2022;02:00;03:00;44.827,75;34.250;1.897,5
20.04.2022;03:00;04:00;45.569,5;35.571,75;2.219,25
20.04.2022;04:00;05:00;47.004,75;37.513;1.539,25
20.04.2022;05:00;06:00;50.803;41.585,5;524,25
20.04.2022;06:00;07:00;56.038,5;46.730,25;74,5
20.04.2022;07:00;08:00;61.203,5;49.583;0
20.04.2022;08:00;09:00;64.321;48.241,75;0
20.04.2022;09:00;10:00;64.360;41.296,25;201,25
20.04.2022;10:00;11:00;64.554,25;33.811,5;1.182
20.04.2022;11:00;12:00;65.566,75;29.105,5;937
20.04.2022;12:00;13:00;65.275,5;26.478,75;1.032,5
20.04.2022;13:00;14:00;64.175,5;25.676,25;1.817,5
20.04.2022;14:00;15:00;63.096;26.088,5;2.223,5
20.04.2022;15:00;16:00;61.114,5;26.378,75;1.875
20.04.2022;16:00;17:00;60.514,5;30.054,5;2.107,5
20.04.2022;17:00;18:00;61.074,5;36.112,25;874,5
20.04.2022;18:00;19:00;61.917,75;43.766,25;489,25
20.04.2022;19:00;20:00;62.123;49.708,25;83
20.04.2022;20:00;21:00;61.117;50.238,5;0,25
20.04.2022;21:00;22:00;58.941,75;46.819;79
20.04.2022;22:00;23:00;55.356,75;42.874,25;478,75
20.04.2022;23:00;00:00;51.395,75;39.109,5;774,5
21.04.2022;00:00;01:00;48.615,5;36.764,5;1.506
21.04.2022;01:00;02:00;47.030,75;35.924;1.907
21.04.2022;02:00;03:00;45.798;35.387,5;1.755
21.04.2022;03:00;04:00;45.823,5;35.935;1.994,25
21.04.2022;04:00;05:00;47.235,5;37.627,5;1.486,25
21.04.2022;05:00;06:00;50.910,5;41.417,5;913,25
21.04.2022;06:00;07:00;56.549,75;47.356,75;94,25
21.04.2022;07:00;08:00;61.347,25;50.967,75;3
21.04.2022;08:00;09:00;63.982,75;50.479;134,75
21.04.2022;09:00;10:00;65.102,75;46.335,25;519
21.04.2022;10:00;11:00;66.045,5;41.091,25;853
21.04.2022;11:00;12:00;66.899;37.277,5;1.088,75
21.04.2022;12:00;13:00;66.620,75;34.941,5;1.459,5
21.04.2022;13:00;14:00;65.098,25;33.222;2.028,25
21.04.2022;14:00;15:00;63.390,5;32.833,5;1.777,5
21.04.2022;15:00;16:00;62.488;34.536,5;1.335
21.04.2022;16:00;17:00;62.143,25;36.641,25;1.000
21.04.2022;17:00;18:00;63.232,25;40.415;779,25
21.04.2022;18:00;19:00;63.438,75;44.058,75;887,75
21.04.2022;19:00;20:00;63.322;47.084,75;26,5
21.04.2022;20:00;21:00;61.734,75;45.607;12,25
21.04.2022;21:00;22:00;59.404,25;42.080,25;213,25
21.04.2022;22:00;23:00;55.957,75;37.993,75;341,5
21.04.2022;23:00;00:00;51.680;32.995,75;646
22.04.2022;00:00;01:00;48.806,5;29.772,5;1.205,75
22.04.2022;01:00;02:00;47.026,5;28.385,75;1.508,75
22.04.2022;02:00;03:00;46.251;28.671,5;2.808
22.04.2022;03:00;04:00;46.832;29.192,25;3.295
22.04.2022;04:00;05:00;47.658;29.711,5;2.765
22.04.2022;05:00;06:00;50.901,25;32.575,75;1.739,75
22.04.2022;06:00;07:00;56.515,75;37.934,25;612
22.04.2022;07:00;08:00;61.995,75;41.733,5;157,5
22.04.2022;08:00;09:00;64.721,25;40.329,25;3,75
22.04.2022;09:00;10:00;65.079,5;35.590;3,25
22.04.2022;10:00;11:00;65.389;29.314,5;69,5
22.04.2022;11:00;12:00;66.477;24.318;939,5
22.04.2022;12:00;13:00;66.057,75;19.712,25;3.313,25
22.04.2022;13:00;14:00;65.111;16.674,25;5.093,75
22.04.2022;14:00;15:00;63.471,5;15.106,25;5.193
22.04.2022;15:00;16:00;62.278;16.891,5;4.607,25
22.04.2022;16:00;17:00;61.580;19.533,5;3.565,5
22.04.2022;17:00;18:00;61.921,5;23.494,5;1.137,5
22.04.2022;18:00;19:00;62.273,75;28.951,25;352,75
22.04.2022;19:00;20:00;61.463,75;33.141,25;74,75
22.04.2022;20:00;21:00;59.967;34.017;134
22.04.2022;21:00;22:00;57.552,75;31.583;108,5
22.04.2022;22:00;23:00;54.821,75;29.375,25;181
22.04.2022;23:00;00:00;51.140;26.011,25;324,25
23.04.2022;00:00;01:00;47.550,25;23.151,5;211,75
23.04.2022;01:00;02:00;45.462,5;21.989,25;328,25
23.04.2022;02:00;03:00;44.269,5;21.272,75;432,75
23.04.2022;03:00;04:00;43.723,75;21.563,25;469
23.04.2022;04:00;05:00;43.621,75;21.977,25;633,75
23.04.2022;05:00;06:00;44.374;22.671,5;731,75
23.04.2022;06:00;07:00;45.417;22.983,5;826,75
23.04.2022;07:00;08:00;48.349,75;24.556,75;176,25
23.04.2022;08:00;09:00;51.509;24.203,5;43,25
23.04.2022;09:00;10:00;54.509,5;19.876,75;690
23.04.2022;10:00;11:00;56.495,25;14.244,5;3.694,75
23.04.2022;11:00;12:00;57.060,75;10.519,25;3.964,25
23.04.2022;12:00;13:00;56.012;8.218,75;5.475,75
23.04.2022;13:00;14:00;54.488,25;8.379,5;6.351
23.04.2022;14:00;15:00;52.866,25;8.243,75;6.245
23.04.2022;15:00;16:00;52.007,5;8.856,5;5.797,25
23.04.2022;16:00;17:00;51.661,75;10.769;5.044
23.04.2022;17:00;18:00;53.050,25;16.022;3.169,25
23.04.2022;18:00;19:00;53.989,25;22.077,75;536,25
23.04.2022;19:00;20:00;53.715;27.771;64,25
23.04.2022;20:00;21:00;52.445;28.396,25;4,5
23.04.2022;21:00;22:00;51.141,25;24.917,75;158,25
23.04.2022;22:00;23:00;49.289,25;21.821,25;700
23.04.2022;23:00;00:00;46.763,75;18.874,5;825,25
24.04.2022;00:00;01:00;43.932,25;16.348,5;1.154,75
24.04.2022;01:00;02:00;42.371,75;15.252;1.029,75
24.04.2022;02:00;03:00;41.120,75;14.764;1.065,25
24.04.2022;03:00;04:00;40.777,5;15.661,25;860,75
24.04.2022;04:00;05:00;41.064,5;16.590,25;1.081,5
24.04.2022;05:00;06:00;41.261;18.177,25;652,75
24.04.2022;06:00;07:00;41.048,75;18.939,25;526,25
24.04.2022;07:00;08:00;42.996,5;20.500,5;865,25
24.04.2022;08:00;09:00;46.696,75;21.371,5;1.334,5
24.04.2022;09:00;10:00;50.286,5;19.874;2.666,75
24.04.2022;10:00;11:00;52.520;16.436;4.915,25
24.04.2022;11:00;12:00;54.923,75;14.918;5.399,75
24.04.2022;12:00;13:00;54.572,25;12.624;5.389,75
24.04.2022;13:00;14:00;52.638,5;12.437,25;5.345,75
24.04.2022;14:00;15:00;51.556;13.702;5.157,75
24.04.2022;15:00;16:00;50.727,25;14.988;4.704,75
24.04.2022;16:00;17:00;50.384,5;17.955,5;2.855
24.04.2022;17:00;18:00;51.501,25;23.039;1.507,5
24.04.2022;18:00;19:00;52.753;28.539,5;565,5
24.04.2022;19:00;20:00;52.802;32.296;138,25
24.04.2022;20:00;21:00;53.099;34.640,25;24
24.04.2022;21:00;22:00;52.000,75;34.725,25;28,75
24.04.2022;22:00;23:00;50.206,5;34.371,25;33,25
24.04.2022;23:00;00:00;46.881,75;31.985,75;422,5
25.04.2022;00:00;01:00;44.567;30.516,25;903
25.04.2022;01:00;02:00;42.900,5;29.447;1.151
25.04.2022;02:00;03:00;42.213,5;29.752,75;1.641
25.04.2022;03:00;04:00;42.582,25;31.819;1.693,25
25.04.2022;04:00;05:00;44.242;34.630;764,5
25.04.2022;05:00;06:00;48.766,5;39.516;1.056,75
25.04.2022;06:00;07:00;56.580,25;47.753,25;306,25
25.04.2022;07:00;08:00;61.769;52.291,75;118,75
25.04.2022;08:00;09:00;64.641;52.772;73
25.04.2022;09:00;10:00;65.574,75;50.640,75;43,5
25.04.2022;10:00;11:00;66.112;48.240;56,75
25.04.2022;11:00;12:00;67.021,5;45.891,75;47
25.04.2022;12:00;13:00;66.711,75;43.330,25;433,75
25.04.2022;13:00;14:00;65.663,5;41.192,5;1.339,25
25.04.2022;14:00;15:00;64.466,75;40.103;1.658
25.04.2022;15:00;16:00;63.381,75;40.325;1.217,5
25.04.2022;16:00;17:00;61.642,25;41.454,75;1.354,25
25.04.2022;17:00;18:00;61.350,75;45.365,25;252
25.04.2022;18:00;19:00;61.606,25;50.363;279
25.04.2022;19:00;20:00;61.905,75;54.362,5;70
25.04.2022;20:00;21:00;60.586,25;54.635;5,75
25.04.2022;21:00;22:00;58.237;52.372,75;63,25
25.04.2022;22:00;23:00;54.694,25;48.925,5;327,5
25.04.2022;23:00;00:00;50.747,75;45.235;758
26.04.2022;00:00;01:00;47.870,5;42.605,25;960,75
26.04.2022;01:00;02:00;46.266;41.580,25;1.487,75
26.04.2022;02:00;03:00;45.700,25;41.189,5;2.226
26.04.2022;03:00;04:00;46.129;41.932;1.950,75
26.04.2022;04:00;05:00;47.251,25;43.303,25;1.308,25
26.04.2022;05:00;06:00;50.585,5;46.635,5;499,25
26.04.2022;06:00;07:00;57.373,75;52.958,75;201,75
26.04.2022;07:00;08:00;62.495,5;55.496;38
26.04.2022;08:00;09:00;65.668,25;54.779,5;83,75
26.04.2022;09:00;10:00;66.119;50.621;112,75
26.04.2022;10:00;11:00;66.961,25;47.770;333
26.04.2022;11:00;12:00;67.830,25;46.592,75;295,5
26.04.2022;12:00;13:00;67.154,5;45.721,25;309,25
26.04.2022;13:00;14:00;65.778,75;44.052;875,5
26.04.2022;14:00;15:00;64.574,25;43.149,5;1.873,75
26.04.2022;15:00;16:00;63.831,75;43.405;1.713,5
26.04.2022;16:00;17:00;63.088,25;44.849,75;1.196,5
26.04.2022;17:00;18:00;63.349,25;48.743,5;412,5
26.04.2022;18:00;19:00;63.159,5;52.832,5;149,5
26.04.2022;19:00;20:00;62.791,25;56.264;15,75
26.04.2022;20:00;21:00;61.152,5;55.815;11,25
26.04.2022;21:00;22:00;58.728;53.140,5;77
26.04.2022;22:00;23:00;55.049,75;49.648;152,75
26.04.2022;23:00;00:00;50.792,5;45.673,75;687
27.04.2022;00:00;01:00;47.591;43.017;703,5
27.04.2022;01:00;02:00;45.810,25;41.771,5;613,25
27.04.2022;02:00;03:00;45.249;41.595,25;1.334
27.04.2022;03:00;04:00;45.541,75;42.166,5;1.143,75
27.04.2022;04:00;05:00;47.168,5;43.969,75;987,75
27.04.2022;05:00;06:00;50.219,25;47.071,25;579,25
27.04.2022;06:00;07:00;56.986,75;53.235;279,75
27.04.2022;07:00;08:00;61.811,25;55.415,5;1,75
27.04.2022;08:00;09:00;63.970,75;52.817,25;11,5
27.04.2022;09:00;10:00;64.777,75;47.177,75;377,75
27.04.2022;10:00;11:00;65.766;42.503,25;478,5
27.04.2022;11:00;12:00;66.051,5;38.697,25;538,25
27.04.2022;12:00;13:00;65.363;36.172,25;436,25
27.04.2022;13:00;14:00;64.032,75;35.561,25;884,5
27.04.2022;14:00;15:00;62.706,75;35.599;2.237,25
27.04.2022;15:00;16:00;62.324,75;37.394,5;2.191
27.04.2022;16:00;17:00;60.717,75;39.085,5;1.022,5
27.04.2022;17:00;18:00;60.843;44.274;309
27.04.2022;18:00;19:00;61.497,25;50.771,5;210,25
27.04.2022;19:00;20:00;61.733,75;56.070,25;13,75
27.04.2022;20:00;21:00;60.933;57.241,5;15
27.04.2022;21:00;22:00;58.873;54.553,25;43,5
27.04.2022;22:00;23:00;55.074,5;50.099;429,5
27.04.2022;23:00;00:00;50.965;45.670,75;767,25
28.04.2022;00:00;01:00;47.795,75;42.641,25;558,25
28.04.2022;01:00;02:00;45.951,75;41.161,25;1.098,75
28.04.2022;02:00;03:00;45.424,5;41.151;1.552
28.04.2022;03:00;04:00;45.629,75;41.502,75;1.390
28.04.2022;04:00;05:00;47.025,5;42.794,75;970,25
28.04.2022;05:00;06:00;50.518,75;46.294,75;402
28.04.2022;06:00;07:00;56.839,5;51.801,25;21,5
28.04.2022;07:00;08:00;61.547,75;52.446,25;4,5
28.04.2022;08:00;09:00;64.163;48.339;88,25
28.04.2022;09:00;10:00;64.344,75;40.215,25;278,75
28.04.2022;10:00;11:00;65.108,5;34.227;202,75
28.04.2022;11:00;12:00;65.171,5;30.740;417,5
28.04.2022;12:00;13:00;64.602;28.978,25;1.279,5
28.04.2022;13:00;14:00;63.714,75;27.101,25;2.456,5
28.04.2022;14:00;15:00;62.705,75;26.245,75;3.334
28.04.2022;15:00;16:00;61.694,25;27.779,75;2.239,5
28.04.2022;16:00;17:00;60.119;30.683,25;1.460
28.04.2022;17:00;18:00;60.299,5;38.144;629,25
28.04.2022;18:00;19:00;60.578,25;46.654,25;6,75
28.04.2022;19:00;20:00;60.625,25;53.063;3,5
28.04.2022;20:00;21:00;59.913,5;54.014,5;1
28.04.2022;21:00;22:00;58.205,25;51.203;8,25
28.04.2022;22:00;23:00;54.820,75;47.654,75;84
28.04.2022;23:00;00:00;50.814,75;44.102,25;114,5
29.04.2022;00:00;01:00;47.446,5;41.402;401,5
29.04.2022;01:00;02:00;45.257,5;39.829,5;625,25
29.04.2022;02:00;03:00;44.361;39.586,25;1.291,75
29.04.2022;03:00;04:00;44.572,5;40.578;1.236,75
29.04.2022;04:00;05:00;46.105,75;42.578,5;373,75
29.04.2022;05:00;06:00;49.833,25;46.774,5;280,5
29.04.2022;06:00;07:00;55.983,5;52.287,75;67,5
29.04.2022;07:00;08:00;60.783,5;52.760,75;16,5
29.04.2022;08:00;09:00;63.641,5;49.719,5;12,25
29.04.2022;09:00;10:00;64.524,25;43.909;7,75
29.04.2022;10:00;11:00;65.140,25;38.932,25;241,5
29.04.2022;11:00;12:00;64.835,75;34.579;464,5
29.04.2022;12:00;13:00;64.353,5;31.742,25;796,5
29.04.2022;13:00;14:00;62.710,75;29.857,75;1.094,25
29.04.2022;14:00;15:00;61.037;29.710;1.668,75
29.04.2022;15:00;16:00;59.550;31.796,75;1.713
29.04.2022;16:00;17:00;58.559,75;35.749,25;1.008,25
29.04.2022;17:00;18:00;59.193,25;41.832,75;441,5
29.04.2022;18:00;19:00;59.736;47.086,25;232
29.04.2022;19:00;20:00;59.550,5;50.561,25;85,75
29.04.2022;20:00;21:00;58.382,5;51.331;6,75
29.04.2022;21:00;22:00;55.815,5;48.412;15,25
29.04.2022;22:00;23:00;52.310,25;44.443;147,75
29.04.2022;23:00;00:00;48.607;40.702;141
30.04.2022;00:00;01:00;45.462,75;37.799;206,75
30.04.2022;01:00;02:00;43.499,75;36.067,75;376,25
30.04.2022;02:00;03:00;42.352,25;34.781;354,25
30.04.2022;03:00;04:00;42.066;34.573,75;684,25
30.04.2022;04:00;05:00;42.387,75;35.342;604,25
30.04.2022;05:00;06:00;42.798;36.207;294
30.04.2022;06:00;07:00;43.822,75;37.168,5;217
30.04.2022;07:00;08:00;46.804,5;38.578,5;55,75
30.04.2022;08:00;09:00;50.499;39.127,25;115
30.04.2022;09:00;10:00;53.458;37.249;673,25
30.04.2022;10:00;11:00;55.118,5;34.097,75;958
30.04.2022;11:00;12:00;55.798,25;31.380,5;1.015,75
30.04.2022;12:00;13:00;55.430,5;30.142;1.828
30.04.2022;13:00;14:00;53.508,25;28.874,75;3.249
30.04.2022;14:00;15:00;51.681,5;28.221,75;4.128
30.04.2022;15:00;16:00;50.634,75;30.029,25;3.079,25
30.04.2022;16:00;17:00;50.163;33.014,75;2.029
30.04.2022;17:00;18:00;50.542,25;37.145,75;728,5
30.04.2022;18:00;19:00;51.335,5;41.715,75;348,25
30.04.2022;19:00;20:00;50.975,75;44.718,5;31,5
30.04.2022;20:00;21:00;50.013,75;45.088,5;17,75
30.04.2022;21:00;22:00;48.507,25;43.316;39
30.04.2022;22:00;23:00;46.476,75;41.325,75;47
30.04.2022;23:00;00:00;43.618;39.130,75;53,25
01.05.2022;00:00;01:00;40.918,25;37.041,5;322
01.05.2022;01:00;02:00;38.987,5;35.527,25;715,5
01.05.2022;02:00;03:00;37.714,75;34.621;600,25
01.05.2022;03:00;04:00;37.265,75;34.475,5;822,25
01.05.2022;04:00;05:00;37.745,25;35.165,75;706,5
01.05.2022;05:00;06:00;37.453,25;35.028,25;651
01.05.2022;06:00;07:00;37.446,5;34.576;803
01.05.2022;07:00;08:00;39.316,75;34.245,25;834,5
01.05.2022;08:00;09:00;42.278,75;33.445,5;1.046,5
01.05.2022;09:00;10:00;45.449;31.627,25;1.896,75
01.05.2022;10:00;11:00;47.937,5;29.200,75;3.089,5
01.05.2022;11:00;12:00;49.539;27.374,5;3.180
01.05.2022;12:00;13:00;49.189,5;25.915,25;2.664,75
01.05.2022;13:00;14:00;47.036,5;23.540,75;3.959,5
01.05.2022;14:00;15:00;46.052,5;23.607;3.999
01.05.2022;15:00;16:00;45.511;25.697;3.789
01.05.2022;16:00;17:00;45.405,5;28.735,5;2.672,25
01.05.2022;17:00;18:00;46.466;33.762,75;1.196,75
01.05.2022;18:00;19:00;48.134,5;39.813,75;688,75
01.05.2022;19:00;20:00;48.192,75;43.459,25;79
01.05.2022;20:00;21:00;47.934;44.818,5;24,75
01.05.2022;21:00;22:00;47.368,25;43.976,5;130
01.05.2022;22:00;23:00;45.882,25;42.111,75;121,75
01.05.2022;23:00;00:00;42.961;39.091,5;607,75
02.05.2022;00:00;01:00;40.914,75;37.247,25;1.547,5
02.05.2022;01:00;02:00;39.554,5;36.038,75;1.852
02.05.2022;02:00;03:00;38.787,25;35.530;1.902,75
02.05.2022;03:00;04:00;39.339,25;36.254,75;1.818,75
02.05.2022;04:00;05:00;41.400,75;38.528,5;1.391,75
02.05.2022;05:00;06:00;45.706;43.030;858,5
02.05.2022;06:00;07:00;53.985;50.513;167,75
02.05.2022;07:00;08:00;59.435,75;52.055,75;9,25
02.05.2022;08:00;09:00;62.420;49.007;50,5
02.05.2022;09:00;10:00;63.103,5;42.141,25;606,25
02.05.2022;10:00;11:00;63.908,25;36.049,25;1.452
02.05.2022;11:00;12:00;64.919,75;33.086,5;1.500
02.05.2022;12:00;13:00;64.890;32.210,25;1.325,25
02.05.2022;13:00;14:00;64.018,25;32.448,5;1.023,75
02.05.2022;14:00;15:00;62.603,75;32.950,5;856,25
02.05.2022;15:00;16:00;61.653,5;35.113,75;1.592,5
02.05.2022;16:00;17:00;60.375,5;38.151,5;902,25
02.05.2022;17:00;18:00;60.144,25;43.152;66,75
02.05.2022;18:00;19:00;60.806,75;49.426,5;275,75
02.05.2022;19:00;20:00;60.795,5;54.016;48,75
02.05.2022;20:00;21:00;59.395,5;54.345,75;12
02.05.2022;21:00;22:00;57.918,75;51.886,5;113
02.05.2022;22:00;23:00;54.419;47.706;102,5
02.05.2022;23:00;00:00;50.222;43.375,75;440,25
03.05.2022;00:00;01:00;47.476,5;41.190,5;477,75
03.05.2022;01:00;02:00;45.378;39.536,75;470,5
03.05.2022;02:00;03:00;44.634;39.106,75;1.057,5
03.05.2022;03:00;04:00;45.058,75;39.308,5;1.879
03.05.2022;04:00;05:00;46.828;40.789,5;1.922,25
03.05.2022;05:00;06:00;50.168;43.791,25;1.058,25
03.05.2022;06:00;07:00;57.143,25;49.426,25;161,5
03.05.2022;07:00;08:00;61.946,75;50.630,25;4
03.05.2022;08:00;09:00;64.352,25;47.841,25;83,25
03.05.2022;09:00;10:00;64.820,25;42.154,5;167,75
03.05.2022;10:00;11:00;65.329;36.768;91,5
03.05.2022;11:00;12:00;65.823,75;33.224,5;731,25
03.05.2022;12:00;13:00;65.394,75;30.932,5;615,75
03.05.2022;13:00;14:00;64.701,25;30.496;1.263,5
03.05.2022;14:00;15:00;63.079,25;31.052,5;1.273
03.05.2022;15:00;16:00;61.913,75;32.866,75;526
03.05.2022;16:00;17:00;61.074,5;36.215,75;1.068,75
03.05.2022;17:00;18:00;61.410,25;42.409,5;369,75
03.05.2022;18:00;19:00;61.358,5;48.881,5;159
03.05.2022;19:00;20:00;60.864,5;53.319,5;1
03.05.2022;20:00;21:00;59.350,5;54.046,5;7,25
03.05.2022;21:00;22:00;57.885;52.828,5;64,5
03.05.2022;22:00;23:00;54.092,5;49.322,5;79,5
03.05.2022;23:00;00:00;49.637,25;45.411,5;73,5
04.05.2022;00:00;01:00;46.400;42.755,75;544,75
04.05.2022;01:00;02:00;44.920,25;41.919,25;882
04.05.2022;02:00;03:00;44.172,5;41.620;985
04.05.2022;03:00;04:00;44.273,75;42.101,75;1.106
04.05.2022;04:00;05:00;45.647,5;43.775,5;862,5
04.05.2022;05:00;06:00;49.272,5;47.508,75;364,25
04.05.2022;06:00;07:00;56.083,25;53.380,75;29
04.05.2022;07:00;08:00;60.931,5;54.715,25;45,75
04.05.2022;08:00;09:00;63.747,75;52.075,75;4,75
04.05.2022;09:00;10:00;64.013;46.164;28,5
04.05.2022;10:00;11:00;64.641,75;41.341,5;271,5
04.05.2022;11:00;12:00;65.586;38.174,5;661,5
04.05.2022;12:00;13:00;65.409,25;36.844,25;991,25
04.05.2022;13:00;14:00;64.493,25;37.158,25;456,5
04.05.2022;14:00;15:00;63.132;37.722;297,25
04.05.2022;15:00;16:00;62.136;39.402,25;1.141,75
04.05.2022;16:00;17:00;61.231,25;42.464,25;813,5
04.05.2022;17:00;18:00;61.049,75;47.438,75;80,25
04.05.2022;18:00;19:00;61.235,25;52.859,25;16,75
04.05.2022;19:00;20:00;61.194,5;56.772,5;17,5
04.05.2022;20:00;21:00;59.364,75;56.524;18
04.05.2022;21:00;22:00;57.836,25;54.880,25;51
04.05.2022;22:00;23:00;54.127;50.964,5;55,5
04.05.2022;23:00;00:00;49.891,75;46.952,75;209,5
05.05.2022;00:00;01:00;46.926;44.445,75;781,5
05.05.2022;01:00;02:00;44.826,5;42.630,75;1.174,75
05.05.2022;02:00;03:00;44.244,5;42.148,25;2.256,25
05.05.2022;03:00;04:00;44.428;42.395;2.893,75
05.05.2022;04:00;05:00;46.272,75;44.112,5;2.590,5
05.05.2022;05:00;06:00;49.732;47.669,5;645,25
